"ray/tune/info/num_steps_sampled","oracle_noise: 160 - _step","oracle_noise: 160 - _step__MIN","oracle_noise: 160 - _step__MAX","oracle_noise: 160 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 160 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 160 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 140 - _step","oracle_noise: 140 - _step__MIN","oracle_noise: 140 - _step__MAX","oracle_noise: 140 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 140 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 140 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 120 - _step","oracle_noise: 120 - _step__MIN","oracle_noise: 120 - _step__MAX","oracle_noise: 120 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 120 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 120 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 90 - _step","oracle_noise: 90 - _step__MIN","oracle_noise: 90 - _step__MAX","oracle_noise: 90 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 90 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 90 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 60 - _step","oracle_noise: 60 - _step__MIN","oracle_noise: 60 - _step__MAX","oracle_noise: 60 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 60 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 60 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 20 - _step","oracle_noise: 20 - _step__MIN","oracle_noise: 20 - _step__MAX","oracle_noise: 20 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 20 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 20 - ray/tune/custom_metrics/is_step_in_real_mean__MAX"
"25400","253","253","253","0.10000000149011612","0.10000000149011612","0.10000000149011612","253","253","253","0.1900000050663948","0.18000000715255737","0.20000000298023224","253","253","253","0.2199999988079071","0.2199999988079071","0.2199999988079071","253","253","253","0.33000001311302185","0.33000001311302185","0.33000001311302185","253","253","253","0.5600000023841858","0.5600000023841858","0.5600000023841858","253","253","253","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"25500","254","254","254","0.15000000596046448","0.15000000596046448","0.15000000596046448","254","254","254","0.08499999716877937","0.03999999910593033","0.12999999523162842","254","254","254","0.23999999463558197","0.23999999463558197","0.23999999463558197","254","254","254","0.36000001430511475","0.36000001430511475","0.36000001430511475","254","254","254","0.5400000214576721","0.5400000214576721","0.5400000214576721","254","254","254","0.75","0.75","0.75"
"25600","255","255","255","0.18000000715255737","0.18000000715255737","0.18000000715255737","255","255","255","0.11500000208616257","0.09000000357627869","0.14000000059604645","255","255","255","0.20000000298023224","0.20000000298023224","0.20000000298023224","255","255","255","0.30000001192092896","0.30000001192092896","0.30000001192092896","255","255","255","0.49000000953674316","0.49000000953674316","0.49000000953674316","255","255","255","0.6600000262260437","0.6600000262260437","0.6600000262260437"
"25700","256","256","256","0.18000000715255737","0.18000000715255737","0.18000000715255737","256","256","256","0.11999999731779099","0.10999999940395355","0.12999999523162842","256","256","256","0.1899999976158142","0.1899999976158142","0.1899999976158142","256","256","256","0.23999999463558197","0.23999999463558197","0.23999999463558197","256","256","256","0.5699999928474426","0.5699999928474426","0.5699999928474426","256","256","256","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"25800","257","257","257","0.20999999344348907","0.20999999344348907","0.20999999344348907","257","257","257","0.2500000074505806","0.23000000417232513","0.27000001072883606","257","257","257","0.2199999988079071","0.2199999988079071","0.2199999988079071","257","257","257","0.23000000417232513","0.23000000417232513","0.23000000417232513","257","257","257","0.5699999928474426","0.5699999928474426","0.5699999928474426","257","257","257","0.7900000214576721","0.7900000214576721","0.7900000214576721"
"25900","258","258","258","0.1599999964237213","0.1599999964237213","0.1599999964237213","258","258","258","0.14500000327825546","0.09000000357627869","0.20000000298023224","258","258","258","0.2800000011920929","0.2800000011920929","0.2800000011920929","258","258","258","0.18000000715255737","0.18000000715255737","0.18000000715255737","258","258","258","0.6000000238418579","0.6000000238418579","0.6000000238418579","258","258","258","0.800000011920929","0.800000011920929","0.800000011920929"
"26000","259","259","259","0.14000000059604645","0.14000000059604645","0.14000000059604645","259","259","259","0.16500000469386578","0.05999999865889549","0.27000001072883606","259","259","259","0.25","0.25","0.25","259","259","259","0.23999999463558197","0.23999999463558197","0.23999999463558197","259","259","259","0.5","0.5","0.5","259","259","259","0.75","0.75","0.75"
"26100","260","260","260","0.20000000298023224","0.20000000298023224","0.20000000298023224","260","260","260","0.22999999672174454","0.2199999988079071","0.23999999463558197","260","260","260","0.2800000011920929","0.2800000011920929","0.2800000011920929","260","260","260","0.2800000011920929","0.2800000011920929","0.2800000011920929","260","260","260","0.6000000238418579","0.6000000238418579","0.6000000238418579","260","260","260","0.8500000238418579","0.8500000238418579","0.8500000238418579"
"26200","261","261","261","0.23000000417232513","0.23000000417232513","0.23000000417232513","261","261","261","0.19500000029802322","0.18000000715255737","0.20999999344348907","261","261","261","0.23999999463558197","0.23999999463558197","0.23999999463558197","261","261","261","0.25999999046325684","0.25999999046325684","0.25999999046325684","261","261","261","0.5299999713897705","0.5299999713897705","0.5299999713897705","261","261","261","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"26300","262","262","262","0.2199999988079071","0.2199999988079071","0.2199999988079071","262","262","262","0.20499999821186066","0.17000000178813934","0.23999999463558197","262","262","262","0.2199999988079071","0.2199999988079071","0.2199999988079071","262","262","262","0.3199999928474426","0.3199999928474426","0.3199999928474426","262","262","262","0.5600000023841858","0.5600000023841858","0.5600000023841858","262","262","262","0.8700000047683716","0.8700000047683716","0.8700000047683716"
"26400","263","263","263","0.20000000298023224","0.20000000298023224","0.20000000298023224","263","263","263","0.2549999952316284","0.25","0.25999999046325684","263","263","263","0.25","0.25","0.25","263","263","263","0.2800000011920929","0.2800000011920929","0.2800000011920929","263","263","263","0.5699999928474426","0.5699999928474426","0.5699999928474426","263","263","263","0.8700000047683716","0.8700000047683716","0.8700000047683716"
"26500","264","264","264","0.2199999988079071","0.2199999988079071","0.2199999988079071","264","264","264","0.21000000089406967","0.1899999976158142","0.23000000417232513","264","264","264","0.1899999976158142","0.1899999976158142","0.1899999976158142","264","264","264","0.25999999046325684","0.25999999046325684","0.25999999046325684","264","264","264","0.6200000047683716","0.6200000047683716","0.6200000047683716","264","264","264","0.800000011920929","0.800000011920929","0.800000011920929"
"26600","265","265","265","0.17000000178813934","0.17000000178813934","0.17000000178813934","265","265","265","0.1899999976158142","0.1899999976158142","0.1899999976158142","265","265","265","0.25","0.25","0.25","265","265","265","0.3700000047683716","0.3700000047683716","0.3700000047683716","265","265","265","0.5299999713897705","0.5299999713897705","0.5299999713897705","265","265","265","0.8799999952316284","0.8799999952316284","0.8799999952316284"
"26700","266","266","266","0.10999999940395355","0.10999999940395355","0.10999999940395355","266","266","266","0.16499999910593033","0.10999999940395355","0.2199999988079071","266","266","266","0.2199999988079071","0.2199999988079071","0.2199999988079071","266","266","266","0.2199999988079071","0.2199999988079071","0.2199999988079071","266","266","266","0.5899999737739563","0.5899999737739563","0.5899999737739563","266","266","266","0.8799999952316284","0.8799999952316284","0.8799999952316284"
"26800","267","267","267","0.20000000298023224","0.20000000298023224","0.20000000298023224","267","267","267","0.14999999850988388","0.12999999523162842","0.17000000178813934","267","267","267","0.2199999988079071","0.2199999988079071","0.2199999988079071","267","267","267","0.27000001072883606","0.27000001072883606","0.27000001072883606","267","267","267","0.47999998927116394","0.47999998927116394","0.47999998927116394","267","267","267","0.8100000023841858","0.8100000023841858","0.8100000023841858"
"26900","268","268","268","0.1599999964237213","0.1599999964237213","0.1599999964237213","268","268","268","0.24000000208616257","0.14000000059604645","0.3400000035762787","268","268","268","0.2800000011920929","0.2800000011920929","0.2800000011920929","268","268","268","0.1899999976158142","0.1899999976158142","0.1899999976158142","268","268","268","0.5","0.5","0.5","268","268","268","0.8500000238418579","0.8500000238418579","0.8500000238418579"
"27000","269","269","269","0.10999999940395355","0.10999999940395355","0.10999999940395355","269","269","269","0.12999999895691872","0.10000000149011612","0.1599999964237213","269","269","269","0.2800000011920929","0.2800000011920929","0.2800000011920929","269","269","269","0.33000001311302185","0.33000001311302185","0.33000001311302185","269","269","269","0.49000000953674316","0.49000000953674316","0.49000000953674316","269","269","269","0.949999988079071","0.949999988079071","0.949999988079071"
"27100","270","270","270","0.18000000715255737","0.18000000715255737","0.18000000715255737","270","270","270","0.22999999672174454","0.20000000298023224","0.25999999046325684","270","270","270","0.1599999964237213","0.1599999964237213","0.1599999964237213","270","270","270","0.3100000023841858","0.3100000023841858","0.3100000023841858","270","270","270","0.38999998569488525","0.38999998569488525","0.38999998569488525","270","270","270","0.949999988079071","0.949999988079071","0.949999988079071"
"27200","271","271","271","0.20999999344348907","0.20999999344348907","0.20999999344348907","271","271","271","0.19500000029802322","0.17000000178813934","0.2199999988079071","271","271","271","0.18000000715255737","0.18000000715255737","0.18000000715255737","271","271","271","0.36000001430511475","0.36000001430511475","0.36000001430511475","271","271","271","0.4399999976158142","0.4399999976158142","0.4399999976158142","271","271","271","0.9900000095367432","0.9900000095367432","0.9900000095367432"
"27300","272","272","272","0.18000000715255737","0.18000000715255737","0.18000000715255737","272","272","272","0.20500000566244125","0.18000000715255737","0.23000000417232513","272","272","272","0.28999999165534973","0.28999999165534973","0.28999999165534973","272","272","272","0.38999998569488525","0.38999998569488525","0.38999998569488525","272","272","272","0.4399999976158142","0.4399999976158142","0.4399999976158142","272","272","272","0.949999988079071","0.949999988079071","0.949999988079071"
"27400","273","273","273","0.18000000715255737","0.18000000715255737","0.18000000715255737","273","273","273","0.1850000023841858","0.18000000715255737","0.1899999976158142","273","273","273","0.2199999988079071","0.2199999988079071","0.2199999988079071","273","273","273","0.36000001430511475","0.36000001430511475","0.36000001430511475","273","273","273","0.4099999964237213","0.4099999964237213","0.4099999964237213","273","273","273","0.7599999904632568","0.7599999904632568","0.7599999904632568"
"27500","274","274","274","0.23000000417232513","0.23000000417232513","0.23000000417232513","274","274","274","0.2149999961256981","0.17000000178813934","0.25999999046325684","274","274","274","0.15000000596046448","0.15000000596046448","0.15000000596046448","274","274","274","0.23999999463558197","0.23999999463558197","0.23999999463558197","274","274","274","0.5400000214576721","0.5400000214576721","0.5400000214576721","274","274","274","0.7099999785423279","0.7099999785423279","0.7099999785423279"
"27600","275","275","275","0.20000000298023224","0.20000000298023224","0.20000000298023224","275","275","275","0.24000000208616257","0.20999999344348907","0.27000001072883606","275","275","275","0.2199999988079071","0.2199999988079071","0.2199999988079071","275","275","275","0.23000000417232513","0.23000000417232513","0.23000000417232513","275","275","275","0.6000000238418579","0.6000000238418579","0.6000000238418579","275","275","275","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"27700","276","276","276","0.1899999976158142","0.1899999976158142","0.1899999976158142","276","276","276","0.24499999731779099","0.20999999344348907","0.2800000011920929","276","276","276","0.1899999976158142","0.1899999976158142","0.1899999976158142","276","276","276","0.2800000011920929","0.2800000011920929","0.2800000011920929","276","276","276","0.6100000143051147","0.6100000143051147","0.6100000143051147","276","276","276","0.3199999928474426","0.3199999928474426","0.3199999928474426"
"27800","277","277","277","0.14000000059604645","0.14000000059604645","0.14000000059604645","277","277","277","0.19500000029802322","0.1899999976158142","0.20000000298023224","277","277","277","0.18000000715255737","0.18000000715255737","0.18000000715255737","277","277","277","0.30000001192092896","0.30000001192092896","0.30000001192092896","277","277","277","0.550000011920929","0.550000011920929","0.550000011920929","277","277","277","0.4099999964237213","0.4099999964237213","0.4099999964237213"
"27900","278","278","278","0.20000000298023224","0.20000000298023224","0.20000000298023224","278","278","278","0.17999999970197678","0.14000000059604645","0.2199999988079071","278","278","278","0.25999999046325684","0.25999999046325684","0.25999999046325684","278","278","278","0.28999999165534973","0.28999999165534973","0.28999999165534973","278","278","278","0.46000000834465027","0.46000000834465027","0.46000000834465027","278","278","278","0.6200000047683716","0.6200000047683716","0.6200000047683716"
"28000","279","279","279","0.10000000149011612","0.10000000149011612","0.10000000149011612","279","279","279","0.19500000029802322","0.1899999976158142","0.20000000298023224","279","279","279","0.1899999976158142","0.1899999976158142","0.1899999976158142","279","279","279","0.20999999344348907","0.20999999344348907","0.20999999344348907","279","279","279","0.5699999928474426","0.5699999928474426","0.5699999928474426","279","279","279","0.7599999904632568","0.7599999904632568","0.7599999904632568"
"28100","280","280","280","0.1599999964237213","0.1599999964237213","0.1599999964237213","280","280","280","0.17499999701976776","0.1599999964237213","0.1899999976158142","280","280","280","0.25","0.25","0.25","280","280","280","0.28999999165534973","0.28999999165534973","0.28999999165534973","280","280","280","0.5299999713897705","0.5299999713897705","0.5299999713897705","280","280","280","0.7300000190734863","0.7300000190734863","0.7300000190734863"
"28200","281","281","281","0.10999999940395355","0.10999999940395355","0.10999999940395355","281","281","281","0.24499999731779099","0.20999999344348907","0.2800000011920929","281","281","281","0.20000000298023224","0.20000000298023224","0.20000000298023224","281","281","281","0.36000001430511475","0.36000001430511475","0.36000001430511475","281","281","281","0.5600000023841858","0.5600000023841858","0.5600000023841858","281","281","281","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"28300","282","282","282","0.17000000178813934","0.17000000178813934","0.17000000178813934","282","282","282","0.19500000029802322","0.17000000178813934","0.2199999988079071","282","282","282","0.23999999463558197","0.23999999463558197","0.23999999463558197","282","282","282","0.30000001192092896","0.30000001192092896","0.30000001192092896","282","282","282","0.6000000238418579","0.6000000238418579","0.6000000238418579","282","282","282","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"28400","283","283","283","0.18000000715255737","0.18000000715255737","0.18000000715255737","283","283","283","0.20499999821186066","0.17000000178813934","0.23999999463558197","283","283","283","0.1599999964237213","0.1599999964237213","0.1599999964237213","283","283","283","0.25999999046325684","0.25999999046325684","0.25999999046325684","283","283","283","0.5099999904632568","0.5099999904632568","0.5099999904632568","283","283","283","0.8999999761581421","0.8999999761581421","0.8999999761581421"
"28500","284","284","284","0.10999999940395355","0.10999999940395355","0.10999999940395355","284","284","284","0.20500000566244125","0.18000000715255737","0.23000000417232513","284","284","284","0.15000000596046448","0.15000000596046448","0.15000000596046448","284","284","284","0.25999999046325684","0.25999999046325684","0.25999999046325684","284","284","284","0.5699999928474426","0.5699999928474426","0.5699999928474426","284","284","284","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"28600","285","285","285","0.1599999964237213","0.1599999964237213","0.1599999964237213","285","285","285","0.17499999701976776","0.1599999964237213","0.1899999976158142","285","285","285","0.2199999988079071","0.2199999988079071","0.2199999988079071","285","285","285","0.30000001192092896","0.30000001192092896","0.30000001192092896","285","285","285","0.5199999809265137","0.5199999809265137","0.5199999809265137","285","285","285","0.9100000262260437","0.9100000262260437","0.9100000262260437"
"28700","286","286","286","0.10000000149011612","0.10000000149011612","0.10000000149011612","286","286","286","0.2199999988079071","0.2199999988079071","0.2199999988079071","286","286","286","0.25","0.25","0.25","286","286","286","0.1899999976158142","0.1899999976158142","0.1899999976158142","286","286","286","0.49000000953674316","0.49000000953674316","0.49000000953674316","286","286","286","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"28800","287","287","287","0.1599999964237213","0.1599999964237213","0.1599999964237213","287","287","287","0.14000000059604645","0.14000000059604645","0.14000000059604645","287","287","287","0.25","0.25","0.25","287","287","287","0.23999999463558197","0.23999999463558197","0.23999999463558197","287","287","287","0.5799999833106995","0.5799999833106995","0.5799999833106995","287","287","287","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"28900","288","288","288","0.2199999988079071","0.2199999988079071","0.2199999988079071","288","288","288","0.17999999970197678","0.15000000596046448","0.20999999344348907","288","288","288","0.23000000417232513","0.23000000417232513","0.23000000417232513","288","288","288","0.30000001192092896","0.30000001192092896","0.30000001192092896","288","288","288","0.550000011920929","0.550000011920929","0.550000011920929","288","288","288","0.9800000190734863","0.9800000190734863","0.9800000190734863"
"29000","289","289","289","0.18000000715255737","0.18000000715255737","0.18000000715255737","289","289","289","0.1900000050663948","0.18000000715255737","0.20000000298023224","289","289","289","0.25999999046325684","0.25999999046325684","0.25999999046325684","289","289","289","0.30000001192092896","0.30000001192092896","0.30000001192092896","289","289","289","0.5400000214576721","0.5400000214576721","0.5400000214576721","289","289","289","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"29100","290","290","290","0.11999999731779099","0.11999999731779099","0.11999999731779099","290","290","290","0.14999999850988388","0.12999999523162842","0.17000000178813934","290","290","290","0.2800000011920929","0.2800000011920929","0.2800000011920929","290","290","290","0.2800000011920929","0.2800000011920929","0.2800000011920929","290","290","290","0.550000011920929","0.550000011920929","0.550000011920929","290","290","290","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"29200","291","291","291","0.15000000596046448","0.15000000596046448","0.15000000596046448","291","291","291","0.20000000298023224","0.18000000715255737","0.2199999988079071","291","291","291","0.23999999463558197","0.23999999463558197","0.23999999463558197","291","291","291","0.3700000047683716","0.3700000047683716","0.3700000047683716","291","291","291","0.5600000023841858","0.5600000023841858","0.5600000023841858","291","291","291","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"29300","292","292","292","0.17000000178813934","0.17000000178813934","0.17000000178813934","292","292","292","0.19500000029802322","0.18000000715255737","0.20999999344348907","292","292","292","0.2800000011920929","0.2800000011920929","0.2800000011920929","292","292","292","0.3499999940395355","0.3499999940395355","0.3499999940395355","292","292","292","0.6499999761581421","0.6499999761581421","0.6499999761581421","292","292","292","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"29400","293","293","293","0.20999999344348907","0.20999999344348907","0.20999999344348907","293","293","293","0.20499999821186066","0.1899999976158142","0.2199999988079071","293","293","293","0.25","0.25","0.25","293","293","293","0.2800000011920929","0.2800000011920929","0.2800000011920929","293","293","293","0.5400000214576721","0.5400000214576721","0.5400000214576721","293","293","293","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"29500","294","294","294","0.18000000715255737","0.18000000715255737","0.18000000715255737","294","294","294","0.24499999731779099","0.23999999463558197","0.25","294","294","294","0.25999999046325684","0.25999999046325684","0.25999999046325684","294","294","294","0.14000000059604645","0.14000000059604645","0.14000000059604645","294","294","294","0.6100000143051147","0.6100000143051147","0.6100000143051147","294","294","294","0.9900000095367432","0.9900000095367432","0.9900000095367432"
"29600","295","295","295","0.1599999964237213","0.1599999964237213","0.1599999964237213","295","295","295","0.22499999403953552","0.20999999344348907","0.23999999463558197","295","295","295","0.23000000417232513","0.23000000417232513","0.23000000417232513","295","295","295","0.3199999928474426","0.3199999928474426","0.3199999928474426","295","295","295","0.49000000953674316","0.49000000953674316","0.49000000953674316","295","295","295","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"29700","296","296","296","0.18000000715255737","0.18000000715255737","0.18000000715255737","296","296","296","0.2150000035762787","0.18000000715255737","0.25","296","296","296","0.2800000011920929","0.2800000011920929","0.2800000011920929","296","296","296","0.2800000011920929","0.2800000011920929","0.2800000011920929","296","296","296","0.5299999713897705","0.5299999713897705","0.5299999713897705","296","296","296","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"29800","297","297","297","0.20000000298023224","0.20000000298023224","0.20000000298023224","297","297","297","0.20499999821186066","0.20000000298023224","0.20999999344348907","297","297","297","0.30000001192092896","0.30000001192092896","0.30000001192092896","297","297","297","0.28999999165534973","0.28999999165534973","0.28999999165534973","297","297","297","0.4699999988079071","0.4699999988079071","0.4699999988079071","297","297","297","0.9800000190734863","0.9800000190734863","0.9800000190734863"
"29900","298","298","298","0.15000000596046448","0.15000000596046448","0.15000000596046448","298","298","298","0.2749999910593033","0.25999999046325684","0.28999999165534973","298","298","298","0.2199999988079071","0.2199999988079071","0.2199999988079071","298","298","298","0.3199999928474426","0.3199999928474426","0.3199999928474426","298","298","298","0.5400000214576721","0.5400000214576721","0.5400000214576721","298","298","298","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"30000","299","299","299","0.18000000715255737","0.18000000715255737","0.18000000715255737","299","299","299","0.2750000059604645","0.27000001072883606","0.2800000011920929","299","299","299","0.25999999046325684","0.25999999046325684","0.25999999046325684","299","299","299","0.2800000011920929","0.2800000011920929","0.2800000011920929","299","299","299","0.5099999904632568","0.5099999904632568","0.5099999904632568","299","299","299","0.9700000286102295","0.9700000286102295","0.9700000286102295"
